"","Date.received","Product","Sub.product","Issue","Sub.issue","Consumer.complaint.narrative","Company.public.response","Company","State","ZIP.code","Tags","Consumer.consent.provided.","Submitted.via","Date.sent.to.company","Company.response.to.consumer","Timely.response.","Consumer.disputed.","Complaint.ID"
"1090","11/11/2014","Consumer Loan","Vehicle loan","Managing the loan or lease","Other","Other","Other","SunTrust Banks, Inc.","MD","21162","Other","Other","Web","11/11/2014","Closed with explanation","Yes","Yes",1111175
"1091","11/17/2014","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Nationstar Mortgage","FL","32043","Other","Other","Web","11/17/2014","Closed with explanation","Yes","Yes",1122408
"1092","11/3/2014","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Residential Credit Solutions","Other","Other","Other","Other","Referral","11/6/2014","Closed with explanation","Yes","No",1098501
"1093","11/20/2014","Debt collection","Medical","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Financial Corporation of America","TX","75056","Other","Other","Web","11/20/2014","Closed with explanation","Yes","No",1127029
"1094","11/17/2014","Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","PNC Bank N.A.","NJ","7114","Other","Other","Referral","11/17/2014","Closed with explanation","Yes","Yes",1120733
"1095","11/17/2014","Credit card","Other","Customer service / Customer relations","Other","Other","Other","First Tennessee Bank","GA","30101","Other","Other","Referral","11/21/2014","Closed with explanation","Yes","No",1119313
"1096","11/20/2014","Debt collection","I do not know","Communication tactics","Frequent or repeated calls","Other","Other","Allied Collection Services, Inc. (Nevada)","AL","35243","Other","Other","Web","11/21/2014","Closed with explanation","Yes","Yes",1128031
"1097","11/11/2014","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt was paid","Other","Other","Constantino Law Office, P.C.","UT","84108","Other","Other","Web","11/26/2014","Closed with explanation","Yes","No",1111586
"1098","11/3/2014","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Nationstar Mortgage","NC","28277","Other","Other","Referral","11/6/2014","Closed with explanation","Yes","No",1098308
"1099","11/3/2014","Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","Capital One","LA","70065","Other","Other","Referral","11/6/2014","Closed with explanation","Yes","No",1098346
"1100","11/17/2014","Prepaid card","General purpose card","Unauthorized transactions/trans. issues","Other","Other","Other","Comerica","MI","48089","Other","Other","Referral","11/18/2014","Closed with explanation","Yes","No",1120812
"1101","11/20/2014","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Other","TransUnion Intermediate Holdings, Inc.","AL","35080","Other","Other","Web","11/20/2014","Closed with explanation","Yes","Yes",1134366
"1102","11/17/2014","Bank account or service","Checking account","Making/receiving payments, sending money","Other","Other","Other","U.S. Bancorp","CA","90048","Other","Other","Referral","11/21/2014","Closed with explanation","Yes","No",1119472
"1103","11/11/2014","Debt collection","Other (i.e. phone, health club, etc.)","Disclosure verification of debt","Right to dispute notice not received","Other","Other","Consumer Adjustment Company Incorporated","MO","63128","Other","Other","Web","11/11/2014","Closed with non-monetary relief","Yes","Yes",1111595
"1104","11/17/2014","Bank account or service","Checking account","Problems caused by my funds being low","Other","Other","Other","PNC Bank N.A.","NC","27526","Other","Other","Referral","11/21/2014","Closed with explanation","Yes","No",1120006
"1105","11/17/2014","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Other","Equifax","MD","16101","Other","Other","Web","11/17/2014","Closed with non-monetary relief","Yes","No",1120453
"1106","11/20/2014","Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","Fifth Third Financial Corporation","IL","60473","Other","Other","Web","11/20/2014","Closed with non-monetary relief","Yes","No",1127046
"1107","11/17/2014","Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","Apple Financial Holdings, Inc","NY","10033","Other","Other","Referral","12/12/2014","Closed with monetary relief","Yes","No",1119531
"1108","11/11/2014","Debt collection","Medical","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","CCS Financial Services, Inc.","NC","28117","Other","Other","Web","11/11/2014","Closed with explanation","Yes","No",1111612
"1109","11/17/2014","Mortgage","FHA mortgage","Loan modification,collection,foreclosure","Other","Other","Other","PHH Mortgage","ME","4578","Other","Other","Web","11/17/2014","Closed with explanation","Yes","No",1120406
"1110","11/17/2014","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","U.S. Bancorp","SC","29388","Other","Other","Referral","11/20/2014","Closed with non-monetary relief","Yes","No",1119614
"1111","11/3/2014","Credit reporting","Other","Improper use of my credit report","Report improperly shared by CRC","Other","Other","Equifax","NY","11435","Other","Other","Web","11/25/2014","Closed with explanation","Yes","No",1097852
"1112","11/11/2014","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","SunTrust Banks, Inc.","FL","32746","Other","Other","Web","11/11/2014","Closed with explanation","Yes","No",1111618
"1113","11/11/2014","Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Southwest Credit Systems, L.P.","OH","43213","Other","Other","Web","11/11/2014","Closed","Yes","No",1111629
"1114","11/11/2014","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Ditech Financial LLC","CO","80239","Other","Other","Web","11/11/2014","Closed with explanation","Yes","No",1111632
"1115","12/31/2014","Student loan","Non-federal student loan","Dealing with my lender or servicer","Trouble with how payments are handled","Other","Other","Wells Fargo & Company","Other","Other","Servicemember","Other","Web","12/31/2014","Closed with explanation","Yes","Yes",1177825
"1116","12/24/2014","Consumer Loan","Vehicle loan","Problems when you are unable to pay","Other","Other","Other","Nissan Motor Acceptance Corporation","CA","91308","Other","Other","Web","12/24/2014","Closed with explanation","Yes","Yes",1169559
"1117","12/31/2014","Credit card","Other","Other","Other","Other","Other","Bank of America","NY","10025","Other","Other","Web","12/31/2014","Closed with explanation","Yes","No",1177181
"1118","12/18/2014","Debt collection","Credit card","Communication tactics","Called outside of 8am-9pm","Other","Other","Encore Capital Group","AZ","85040","Other","Other","Web","12/18/2014","Closed with non-monetary relief","Yes","No",1163174
"1119","12/3/2014","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Caliber Home Loans, Inc","CA","91602","Other","Other","Web","12/8/2014","Closed with explanation","Yes","No",1141602
"1120","12/8/2014","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Experian","CA","94030","Other","Other","Postal mail","12/30/2014","Closed with non-monetary relief","Yes","No",1146820
"1121","12/18/2014","Debt collection","Payday loan","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Solidus Group LLC.","NV","89129","Other","Other","Phone","12/19/2014","Closed with explanation","Yes","No",1163102
"1122","12/8/2014","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Flagstar Bank","MI","48821","Other","Other","Web","12/8/2014","Closed with explanation","Yes","No",1147671
"1123","12/3/2014","Credit card","Other","Bankruptcy","Other","Other","Other","TD Bank US Holding Company","CA","92584","Other","Other","Web","12/8/2014","Closed with explanation","Yes","Yes",1140253
"1124","1/7/2015","Debt collection","Other (i.e. phone, health club, etc.)","Communication tactics","Threatened to take legal action","Other","Other","Citibank","TX","76248","Other","Other","Referral","1/9/2015","Closed with explanation","Yes","No",1184645
"1125","12/8/2014","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Bayview Loan Servicing, LLC","CA","94945","Other","Other","Web","12/8/2014","Closed with explanation","No","Other",1147801
"1126","12/3/2014","Debt collection","Medical","Disclosure verification of debt","Right to dispute notice not received","Other","Other","Grant & Weber","GA","30024","Servicemember","Other","Web","12/3/2014","Closed with explanation","Yes","No",1141611
"1127","12/18/2014","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Ocwen","AZ","85037","Other","Other","Web","12/18/2014","Closed with explanation","Yes","No",1163188
"1128","12/24/2014","Consumer Loan","Installment loan","Taking out the loan or lease","Other","Other","Other","MNE Services, Inc","IA","47274","Older American","Other","Phone","12/31/2014","Closed with explanation","Yes","No",1170585
"1129","12/15/2014","Mortgage","VA mortgage","Loan servicing, payments, escrow account","Other","Other","Other","U.S. Bancorp","VA","20177","Other","Other","Web","12/15/2014","Closed with explanation","Yes","No",1156013
"1130","12/24/2014","Payday loan","Payday loan","Applied for loan/did not receive money","Applied for loan/did not receive money","Other","Other","Enova International, Inc.","IL","60435","Other","Other","Web","12/24/2014","Closed with explanation","Yes","Yes",1170591
"1131","1/7/2015","Debt collection","I do not know","Communication tactics","Frequent or repeated calls","Other","Other","Cade Investments LLC","AZ","85138","Other","Other","Web","1/8/2015","Closed with explanation","Yes","No",1184662
"1132","1/7/2015","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","NC","28678","Other","Other","Phone","1/7/2015","Closed with explanation","Yes","No",1184663
"1133","12/24/2014","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","PNC Bank N.A.","CA","91602","Other","Other","Web","12/24/2014","Closed with explanation","Yes","No",1170599
"1134","12/8/2014","Credit reporting","Other","Incorrect information on credit report","Account terms","Other","Other","TransUnion Intermediate Holdings, Inc.","MD","20791","Other","Other","Web","12/11/2014","Closed with non-monetary relief","Yes","No",1146375
"1135","12/3/2014","Bank account or service","Other bank product/service","Account opening, closing, or management","Other","Other","Other","Wells Fargo & Company","CO","80222","Other","Other","Web","12/8/2014","Closed with explanation","Yes","No",1141636
"1136","12/8/2014","Credit reporting","Other","Incorrect information on credit report","Account terms","Other","Other","TransUnion Intermediate Holdings, Inc.","CA","92075","Other","Other","Web","12/8/2014","Closed with explanation","Yes","Yes",1147653
"1137","12/18/2014","Debt collection","Other (i.e. phone, health club, etc.)","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","Afni, Inc.","TX","77084","Other","Other","Web","12/18/2014","Closed with explanation","Yes","No",1163217
"1138","12/24/2014","Credit card","Other","Advertising and marketing","Other","Other","Other","Barclays PLC","MA","21220","Older American","Other","Phone","12/31/2014","Closed with explanation","Yes","No",1170578
"1139","12/15/2014","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","MI","48382","Other","Other","Fax","12/16/2014","Closed with explanation","Yes","No",1155986
"1140","12/24/2014","Credit card","Other","Identity theft / Fraud / Embezzlement","Other","Other","Other","Citibank","NV","89511","Other","Other","Web","12/24/2014","Closed with monetary relief","Yes","Yes",1169604
"1141","12/3/2014","Debt collection","Credit card","False statements or representation","Attempted to collect wrong amount","Other","Other","Resurgent Capital Services L.P.","WI","53402","Other","Other","Web","12/3/2014","Closed with explanation","Yes","Yes",1141472
"1142","12/15/2014","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Ocwen","FL","33173","Other","Other","Web","12/16/2014","Closed with explanation","No","No",1156106
"1143","12/15/2014","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","BMO Harris","WA","98029","Other","Other","Referral","12/17/2014","Closed with explanation","Yes","No",1156215
"1144","12/18/2014","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Equifax","TX","78232","Other","Other","Postal mail","1/13/2015","Closed with explanation","Yes","No",1163223
"1145","12/24/2014","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","IL","60628","Other","Other","Postal mail","12/31/2014","Closed with explanation","Yes","Yes",1170622
"1146","12/31/2014","Payday loan","Payday loan","Charged fees or interest I didn't expect","Charged fees or interest I didn't expect","Other","Other","Global Trust Management LLC","MI","48038","Servicemember","Other","Web","1/7/2015","Closed with explanation","Yes","Yes",1177225
"1147","1/7/2015","Consumer Loan","Installment loan","Managing the loan or lease","Other","Other","Other","General Financial, Inc.","MO","65584","Servicemember","Other","Web","1/13/2015","Closed with explanation","Yes","No",1184690
"1148","12/18/2014","Mortgage","Home equity loan or line of credit","Loan modification,collection,foreclosure","Other","Other","Other","M&T Bank Corporation","MD","21234","Other","Other","Web","12/18/2014","Closed with explanation","Yes","No",1163228
"1149","12/31/2014","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","PNC Bank N.A.","PA","19362","Other","Other","Web","12/31/2014","Closed with explanation","Yes","No",1177229
"1150","12/3/2014","Mortgage","FHA mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Wells Fargo & Company","CA","95350","Other","Other","Web","12/3/2014","Closed with explanation","Yes","No",1141664
"1151","12/3/2014","Mortgage","VA mortgage","Loan modification,collection,foreclosure","Other","Other","Other","EverBank","TX","79924","Other","Other","Web","12/3/2014","Closed with explanation","Yes","Yes",1141254
"1152","12/31/2014","Mortgage","Conventional fixed mortgage","Settlement process and costs","Other","Other","Other","Security National Mortgage","WA","98503","Servicemember","Other","Web","12/31/2014","Closed with explanation","Yes","No",1177232
"1153","12/3/2014","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Caliber Home Loans, Inc","PA","18071","Older American","Other","Web","12/8/2014","Closed with explanation","Yes","No",1141675
"1154","1/7/2015","Credit card","Other","Billing disputes","Other","Other","Other","Amex","CA","94019","Other","Other","Web","1/12/2015","Closed with explanation","Yes","No",1183647
"1155","12/18/2014","Debt collection","Other (i.e. phone, health club, etc.)","Communication tactics","Threatened to take legal action","Other","Other","Transworld Systems Inc.","Other","Other","Other","Other","Phone","12/19/2014","Closed with explanation","Yes","No",1163239
"1156","12/8/2014","Mortgage","FHA mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","TX","77073","Other","Other","Phone","12/9/2014","Closed with explanation","Yes","Yes",1146511
"1157","12/8/2014","Debt collection","Other (i.e. phone, health club, etc.)","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","Pinnacle Credit Services, LLC","NJ","7109","Other","Other","Web","12/8/2014","Closed with explanation","Yes","Yes",1147726
"1158","12/31/2014","Mortgage","VA mortgage","Application, originator, mortgage broker","Other","Other","Other","Bank of America","ND","58201","Servicemember","Other","Web","12/31/2014","Closed with non-monetary relief","Yes","No",1177260
"1159","12/31/2014","Consumer Loan","Vehicle loan","Managing the loan or lease","Other","Other","Other","Ally Financial Inc.","TX","76082","Other","Other","Web","12/31/2014","Closed with explanation","Yes","No",1177261
"1160","12/31/2014","Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Portfolio Recovery Associates, Inc.","LA","71270","Other","Other","Web","12/31/2014","Closed with non-monetary relief","Yes","No",1177244
"1161","12/15/2014","Prepaid card","Government benefit payment card","Fraud or scam","Other","Other","Other","NetSpend Corporation,  a TSYS Company","FL","33012","Older American","Other","Web","12/17/2014","Closed with explanation","Yes","No",1156646
"1162","1/7/2015","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","FL","32071","Other","Other","Referral","1/12/2015","Closed with explanation","Yes","No",1185124
"1163","12/15/2014","Other financial service","Check cashing","Fraud or scam","Other","Other","Other","Sentry Credit, Inc.","WA","98513","Older American, Servicemember","Other","Phone","12/22/2014","Closed with explanation","No","No",1156655
"1164","12/31/2014","Credit card","Other","Arbitration","Other","Other","Other","Hollis Cobb Associates","WA","98122","Other","Other","Web","1/7/2015","Closed with explanation","No","No",1177376
"1165","12/31/2014","Debt collection","Federal student loan","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","Transworld Systems Inc.","AZ","85283","Other","Other","Web","12/31/2014","Closed with explanation","Yes","Yes",1177674
"1166","12/8/2014","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Experian","CA","92128","Other","Other","Web","12/8/2014","Closed with explanation","Yes","No",1146479
"1167","12/3/2014","Debt collection","Credit card","Disclosure verification of debt","Not disclosed as an attempt to collect","Other","Other","SINGLETARY & THRASH-JACKSON, P.A.","MS","39073","Other","Other","Phone","12/29/2014","Untimely response","No","Other",1141710
"1168","12/24/2014","Student loan","Non-federal student loan","Dealing with my lender or servicer","Trouble with how payments are handled","Other","Other","Wells Fargo & Company","CA","90034","Servicemember","Other","Web","12/24/2014","Closed with explanation","Yes","No",1170672
"1169","12/3/2014","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","CA","92101","Other","Other","Web","12/8/2014","Closed with explanation","Yes","No",1140180
"1170","12/24/2014","Debt collection","Mortgage","Cont'd attempts collect debt not owed","Debt was discharged in bankruptcy","Other","Other","Ocwen","NM","89511","Other","Other","Web","12/24/2014","Closed with explanation","Yes","No",1170673
"1171","12/24/2014","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Select Portfolio Servicing, Inc","FL","33131","Other","Other","Web","12/24/2014","Closed with explanation","Yes","No",1169550
"1172","1/7/2015","Credit card","Other","Identity theft / Fraud / Embezzlement","Other","Other","Other","Capital One","VA","22042","Other","Other","Web","1/7/2015","Closed with explanation","Yes","No",1184724
"1173","12/31/2014","Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Ad Astra Recovery Services Inc","LA","71270","Other","Other","Web","12/31/2014","Closed with explanation","Yes","No",1177248
"1174","12/3/2014","Debt collection","I do not know","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","American Debt Services, LLC","MN","55369","Servicemember","Other","Web","12/3/2014","Closed with explanation","No","No",1141719
"1175","12/3/2014","Money transfers","Domestic (US) money transfer","Fraud or scam","Other","Other","Other","The Western Union Company","CA","90003","Other","Other","Referral","12/9/2014","Closed with explanation","Yes","No",1141702
"1176","12/18/2014","Credit card","Other","Billing disputes","Other","Other","Other","Amex","NV","89145","Other","Other","Web","12/18/2014","Closed with explanation","Yes","No",1163276
"1177","12/19/2014","Credit card","Other","Credit determination","Other","Other","Other","Synchrony Financial","PA","15090","Other","Other","Web","12/22/2014","Closed with explanation","Yes","Yes",1163963
"1178","12/15/2014","Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Financial Recovery Services, Inc.","IL","60048","Other","Other","Web","12/15/2014","Closed with explanation","Yes","No",1156671
"1179","12/24/2014","Debt collection","Credit card","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","SquareTwo Financial Corporation","VA","23454","Other","Other","Postal mail","12/31/2014","Closed with monetary relief","Yes","No",1170666
"1180","12/24/2014","Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","CCS Financial Services, Inc.","FL","34653","Older American","Other","Web","1/20/2015","Closed with explanation","Yes","No",1170694
"1181","1/7/2015","Debt collection","Payday loan","Communication tactics","Called after sent written cease of comm","Other","Other","Sun Loan Company","NM","87042","Other","Other","Web","1/7/2015","Closed with explanation","Yes","No",1184320
"1182","12/18/2014","Debt collection","Non-federal student loan","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","Windham Professionals","MI","48021","Other","Other","Web","12/18/2014","Closed with non-monetary relief","Yes","No",1163295
"1183","1/7/2015","Consumer Loan","Personal line of credit","Problems when you are unable to pay","Other","Other","Other","Southern Management Corp","GA","31903","Other","Other","Phone","1/7/2015","Closed with explanation","Yes","No",1184742
"1184","12/24/2014","Debt collection","Credit card","Communication tactics","Frequent or repeated calls","Other","Other","First Step Group, LLC","VA","23454","Other","Other","Postal mail","12/31/2014","Closed with explanation","Yes","No",1170668
"1185","12/31/2014","Credit card","Other","Billing disputes","Other","Other","Other","Amex","TX","78660","Other","Other","Web","12/31/2014","Closed with non-monetary relief","Yes","No",1177301
"1186","12/31/2014","Credit card","Other","Delinquent account","Other","Other","Other","Capital One","OR","97754","Other","Other","Web","12/31/2014","Closed with explanation","Yes","No",1177826
"1187","12/8/2014","Debt collection","Credit card","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","Nudelman, Klemm & Golub, P.C.","NJ","8094","Other","Other","Web","12/15/2014","Closed with explanation","Yes","No",1147771
"1188","12/18/2014","Payday loan","Payday loan","Can't stop charges to bank account","Can't stop charges to bank account","Other","Other","CashCall, Inc.","IL","60616","Other","Other","Web","12/23/2014","Closed with explanation","Yes","No",1163303
"1189","12/24/2014","Bank account or service","Checking account","Problems caused by my funds being low","Other","Other","Other","Bank of the West","OR","97220","Other","Other","Referral","12/31/2014","Closed with monetary relief","Yes","No",1169641
"1190","12/31/2014","Mortgage","Conventional fixed mortgage","Settlement process and costs","Other","Other","Other","U.S. Bancorp","WA","98011","Other","Other","Web","12/31/2014","Closed with non-monetary relief","Yes","No",1176324
"1191","12/8/2014","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Select Portfolio Servicing, Inc","FL","33469","Older American","Other","Web","12/8/2014","Closed with explanation","Yes","No",1146524
"1192","12/24/2014","Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","Bank of Hawaii","HI","96719","Older American","Other","Web","12/24/2014","Closed with explanation","Yes","No",1170709
"1193","12/15/2014","Debt collection","Federal student loan","False statements or representation","Attempted to collect wrong amount","Other","Other","Windham Professionals","OH","45424","Older American, Servicemember","Other","Postal mail","12/17/2014","Closed with non-monetary relief","Yes","No",1156093
"1194","12/8/2014","Mortgage","Conventional adjustable mortgage (ARM)","Loan servicing, payments, escrow account","Other","Other","Other","Nationstar Mortgage","CA","93010","Other","Other","Web","12/8/2014","Closed with explanation","Yes","No",1147777
"1195","12/24/2014","Credit card","Other","Credit line increase/decrease","Other","Other","Other","Synchrony Financial","MS","39502","Other","Other","Postal mail","12/31/2014","Closed with explanation","Yes","No",1170716
"1196","12/31/2014","Mortgage","FHA mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Caliber Home Loans, Inc","FL","32712","Older American","Other","Web","1/7/2015","Closed with explanation","Yes","No",1177319
"1197","12/31/2014","Mortgage","VA mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Citibank","TX","77386","Other","Other","Web","12/31/2014","Closed with explanation","Yes","No",1177324
"1198","12/18/2014","Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Contemporary Recovery Solutions Inc.","TX","75060","Other","Other","Web","12/23/2014","Closed with non-monetary relief","Yes","No",1163323
"1199","12/18/2014","Mortgage","Other mortgage","Other","Other","Other","Other","Bayview Loan Servicing, LLC","CA","92508","Other","Other","Referral","12/23/2014","Closed with explanation","Yes","Yes",1162743
"1200","12/8/2014","Debt collection","I do not know","Improper contact or sharing of info","Talked to a third party about my debt","Other","Other","FirstPoint Collection Resources","NC","28816","Other","Other","Web","12/16/2014","Closed with explanation","Yes","No",1147791
"1201","12/18/2014","Debt collection","Medical","Improper contact or sharing of info","Talked to a third party about my debt","Other","Other","EOS Holdings, Inc.","CA","94589","Other","Other","Web","12/22/2014","Closed with explanation","Yes","Yes",1163243
"1202","12/24/2014","Money transfers","Domestic (US) money transfer","Incorrect/missing disclosures or info","Other","Other","Other","The Western Union Company","TX","77429","Other","Other","Phone","1/1/2015","Closed with explanation","Yes","No",1170737
"1203","1/7/2015","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Citibank","MA","1754","Other","Other","Web","1/7/2015","Closed with explanation","Yes","No",1185286
"1204","12/15/2014","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Wells Fargo & Company","VA","22830","Other","Other","Postal mail","12/16/2014","Closed with monetary relief","Yes","No",1156715
"1205","12/9/2014","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Ocwen","CA","91356","Other","Other","Web","12/9/2014","Closed with explanation","Yes","No",1149715
"1206","12/31/2014","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Equifax","NY","10002","Other","Other","Referral","2/3/2015","Closed with explanation","Yes","No",1177348
"1207","12/24/2014","Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","ERC","NE","68154","Older American","Other","Phone","12/30/2014","Closed with non-monetary relief","Yes","No",1170756
"1208","12/24/2014","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Select Portfolio Servicing, Inc","CA","93726","Other","Other","Postal mail","12/31/2014","Closed with explanation","Yes","No",1170757
"1209","12/24/2014","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Ditech Financial LLC","NY","11385","Other","Other","Web","12/24/2014","Closed with explanation","Yes","No",1169611
"1210","12/18/2014","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Ocwen","OH","45140","Other","Other","Web","12/22/2014","Closed with explanation","Yes","No",1163350
"1211","12/31/2014","Debt collection","Federal student loan","Communication tactics","Frequent or repeated calls","Other","Other","Allied Interstate LLC","LA","70301","Other","Other","Referral","1/7/2015","Closed with non-monetary relief","Yes","No",1177363
"1212","12/15/2014","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Specialized Loan Servicing LLC","FL","33463","Older American, Servicemember","Other","Web","12/15/2014","Closed with explanation","Yes","No",1156739
"1213","12/31/2014","Debt collection","Non-federal student loan","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Transworld Systems Inc.","MI","48622","Servicemember","Other","Web","1/6/2015","Closed with explanation","Yes","Yes",1177355
"1214","12/24/2014","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","NY","11980","Other","Other","Referral","12/31/2014","Closed with explanation","Yes","No",1170770
"1215","12/24/2014","Mortgage","VA mortgage","Application, originator, mortgage broker","Other","Other","Other","Pacific Union Financial, LLC","IL","60430","Servicemember","Other","Referral","12/31/2014","Closed with explanation","Yes","No",1170772
"1216","1/8/2015","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","CA","91765","Other","Other","Referral","1/13/2015","Closed with explanation","Yes","Yes",1187252
"1217","1/3/2015","Bank account or service","Other bank product/service","Account opening, closing, or management","Other","Other","Other","First Republic Bank","CA","94115","Servicemember","Other","Web","1/3/2015","Closed with explanation","Yes","No",1179741
"1218","1/3/2015","Mortgage","Conventional fixed mortgage","Application, originator, mortgage broker","Other","Other","Other","SunTrust Banks, Inc.","FL","33308","Other","Other","Web","1/3/2015","Closed with monetary relief","Yes","Yes",1179542
"1219","1/8/2015","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Specialized Loan Servicing LLC","CA","93722","Other","Other","Web","1/8/2015","Closed with explanation","Yes","No",1186526
"1220","1/3/2015","Debt collection","Credit card","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Eltman Law, P.C.","IL","60181","Other","Other","Web","1/8/2015","Closed with explanation","Yes","No",1179548
"1221","1/3/2015","Mortgage","Conventional adjustable mortgage (ARM)","Loan servicing, payments, escrow account","Other","Other","Other","Fay Servicing, LLC","CA","94804","Older American","Other","Web","1/3/2015","Closed with explanation","No","Yes",1179740
"1222","1/3/2015","Debt collection","Medical","Cont'd attempts collect debt not owed","Debt was paid","Other","Other","Community Health Investment Company, LLC.","LA","70647","Other","Other","Web","1/5/2015","Closed with explanation","Yes","No",1179553
"1223","1/3/2015","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Citibank","LA","70503","Other","Other","Web","1/3/2015","Closed with explanation","Yes","No",1179555
"1224","1/3/2015","Credit card","Other","Billing disputes","Other","Other","Other","Citibank","NJ","8816","Other","Other","Web","1/3/2015","Closed with explanation","Yes","No",1179737
"1225","1/3/2015","Bank account or service","Checking account","Problems caused by my funds being low","Other","Other","Other","USAA Savings","MD","20882","Servicemember","Other","Web","1/3/2015","Closed with monetary relief","Yes","No",1179758
